,negative,positive,neutral
fashionable,0,1,0
fasten,0,0,1
fastener,0,0,1
fastening,0,0,1
fasting,1,0,0
fat,1,0,0
fatal,1,0,0
fatality,1,0,0
fate,1,0,0
fated,0,0,1
father,0,0,1
fathom,0,0,1
fatigue,1,0,0
fatigued,1,0,0
fatty,1,0,0
fault,1,0,0
faultless,0,1,0
faulty,1,0,0
fauna,0,0,1
favor,0,0,1
favorable,0,1,0
favorite,0,1,0
favoritism,0,1,0
fawn,1,0,0
fear,1,0,0
fearful,1,0,0
fearfully,1,0,0
fearing,1,0,0
fearless,0,1,0
feasibility,0,0,1
feasible,0,0,1
feat,0,1,0
feather,0,0,1
feature,0,1,0
features,0,0,1
febrile,1,0,0
fecal,1,0,0
feces,1,0,0
fecundity,0,0,1
federal,0,0,1
federation,0,0,1
fee,1,0,0
feeble,1,0,0
feed,0,0,1
feeder,0,0,1
feel,0,0,1
feeling,1,1,0
feet,0,0,1
feigned,1,0,0
felicity,0,1,0
feline,0,0,1
fell,1,0,0
fellow,0,1,0
fellowship,0,1,0
felon,1,0,0
felony,1,0,0
felt,0,0,1
female,0,1,0
feminine,0,0,1
femininity,0,0,1
feminist,0,0,1
fen,0,0,1
fence,0,0,1
fenced,0,0,1
fend,0,0,1
fender,0,0,1
fennel,0,0,1
ferment,1,0,0
fermentation,0,0,1
fern,0,0,1
ferocious,1,0,0
ferocity,1,0,0
ferry,0,0,1
fertile,0,1,0
fertilize,0,0,1
fervent,0,0,1
fervor,0,1,0
festival,0,1,0
festive,0,1,0
fetch,0,0,1
fete,0,1,0
fetish,0,0,1
feud,1,0,0
feudal,1,0,0
feudalism,1,0,0
fever,0,0,1
feverish,1,0,0
fiancee,0,0,1
fiasco,1,0,0
fiat,0,0,1
fib,1,0,0
fiber,0,0,1
fibrous,0,0,1
fickle,1,0,0
fiction,0,0,1
fictitious,1,0,0
fiddle,0,0,1
fiddler,0,0,1
fidelity,0,1,0
fiduciary,0,0,1
field,0,0,1
fiend,1,0,0
fierce,1,0,0
fiesta,0,1,0
fight,1,0,0
fighter,0,0,1
fighting,1,0,0
figment,0,0,1
figurative,0,0,1
figure,0,0,1
figurine,0,0,1
filament,0,0,1
filamentous,0,0,1
file,0,0,1
filibuster,1,0,0
filigree,0,0,1
filing,0,0,1
filings,0,0,1
fill,0,0,1
fillet,0,0,1
filling,0,0,1
filly,0,0,1
film,0,0,1
filmy,0,0,1
filter,0,0,1
filth,1,0,0
filthy,1,0,0
fin,0,0,1
final,0,0,1
finale,0,0,1
finality,0,0,1
finally,0,1,0
finance,0,0,1
financial,0,0,1
financier,0,0,1
finch,0,0,1
find,0,0,1
finding,0,0,1
finery,0,1,0
finesse,0,1,0
finger,0,0,1
fingerprint,0,0,1
finish,0,0,1
finite,0,0,1
fink,0,0,1
fire,0,0,1
firearms,1,0,0
fireball,0,1,0
firefly,0,0,1
fireman,0,0,1
fireplace,0,0,1
fireproof,0,1,0
fireside,0,0,1
firewood,0,0,1
firework,0,0,1
firing,0,0,1
firm,0,0,1
firmament,0,0,1
firmly,0,0,1
firmness,0,1,0
firstborn,0,1,0
fiscal,0,0,1
fish,0,0,1
fisherman,0,0,1
fishery,0,0,1
fishing,0,0,1
fishy,0,0,1
fissile,0,0,1
fission,0,0,1
fissure,0,0,1
fist,0,0,1
fistula,0,0,1
fitness,0,0,1
fits,1,0,0
fitted,0,0,1
fitting,0,1,0
fittings,0,0,1
fix,0,0,1
fixation,0,0,1
fixed,0,0,1
fixture,0,1,0
fixtures,0,0,1
fizz,0,0,1
flabby,1,0,0
flaccid,1,0,0
flagging,1,0,0
flagrant,1,0,0
flagship,0,0,1
flake,1,0,0
flaky,0,0,1
flame,0,0,1
flaming,0,0,1
flange,0,0,1
flank,0,0,1
flanked,0,0,1
flanking,0,0,1
flannel,0,0,1
flap,1,0,0
flapping,0,0,1
flare,0,0,1
flaring,0,0,1
flash,0,0,1
flashback,0,0,1
flashing,0,0,1
flashlight,0,0,1
flashy,0,0,1
flask,0,0,1
flat,0,0,1
flatness,0,0,1
flatten,0,0,1
flattering,0,1,0
flattery,0,0,1
flatulence,1,0,0
flaunt,1,0,0
flavor,0,0,1
flaw,1,0,0
flea,1,0,0
fled,0,0,1
flee,1,0,0
fleece,1,0,0
fleet,0,1,0
fleeting,0,0,1
flesh,0,0,1
fleshy,1,0,0
flex,0,0,1
flexibility,0,1,0
flexible,0,0,1
flexion,0,0,1
flicker,0,0,1
flickering,0,0,1
flier,0,0,1
flight,0,0,1
flinch,1,0,0
fling,0,0,1
flint,0,0,1
flipper,0,0,1
flirt,1,1,0
flirting,0,0,1
float,0,0,1
flock,0,0,1
flog,1,0,0
flood,0,0,1
floor,0,0,1
flop,1,0,0
flora,0,0,1
floral,0,1,0
florist,0,0,1
floss,0,0,1
flounder,1,0,0
flour,0,0,1
flow,0,1,0
flowering,0,0,1
flowery,0,1,0
flu,1,0,0
fluctuate,0,0,1
fluctuating,0,0,1
fluctuation,1,0,0
flue,0,0,1
fluency,0,0,1
fluff,0,0,1
fluffy,0,0,1
fluid,0,0,1
fluidity,0,0,1
fluke,0,0,1
fluorescence,0,0,1
fluorescent,0,0,1
flurry,0,0,1
flush,0,1,0
flustered,0,0,1
flute,0,0,1
fluted,0,0,1
fluvial,0,0,1
flux,0,0,1
fly,0,0,1
flyer,0,0,1
flying,0,1,0
flywheel,0,0,1
foal,0,0,1
foam,0,0,1
foaming,0,0,1
foamy,0,0,1
fob,0,0,1
focal,0,0,1
focus,0,1,0
fodder,0,0,1
foe,1,0,0
fog,0,0,1
foggy,0,0,1
foil,0,0,1
foiled,1,0,0
fold,0,0,1
folded,0,0,1
foliage,0,0,1
folio,0,0,1
folk,0,0,1
folklore,0,0,1
follicle,0,0,1
follicular,0,0,1
follow,0,0,1
follower,0,0,1
folly,1,0,0
fondling,0,0,1
fondness,0,1,0
font,0,0,1
food,0,1,0
fool,1,0,0
fooling,0,0,1
foolish,1,0,0
foolishness,1,0,0
foot,0,0,1
football,0,1,0
footbridge,0,0,1
footing,0,0,1
footpath,0,0,1
footprint,0,0,1
fop,0,0,1
forage,1,0,0
foray,1,0,0
forbearance,0,1,0
forbid,1,0,0
forbidding,1,0,0
force,1,0,0
forced,1,0,0
forceps,0,0,1
forcibly,1,0,0
ford,0,0,1
fore,0,1,0
forearm,0,0,1
foreboding,1,0,0
forecast,0,0,1
forecaster,0,0,1
foreclose,1,0,0
forefathers,0,1,0
forefinger,0,0,1
forego,1,0,0
foregoing,0,1,0
foregone,0,0,1
foreground,0,0,1
forehead,0,0,1
foreign,1,0,0
foreigner,1,0,0
foreman,0,1,0
forensic,0,0,1
forerunner,0,1,0
foresee,0,1,0
foreseen,0,1,0
foresight,0,1,0
forest,0,0,1
forethought,0,0,1
forewarned,1,0,0
foreword,0,0,1
forfeit,1,0,0
forfeited,1,0,0
forfeiture,1,0,0
forge,0,1,0
forgery,1,0,0
forget,1,0,0
forgetful,0,0,1
forgetfulness,0,0,1
forgive,0,1,0
forgiven,0,1,0
forgiving,0,1,0
forgotten,1,0,0
fork,0,0,1
forked,0,0,1
forking,0,0,1
forlorn,1,0,0
form,0,0,1
formalism,0,0,1
formality,0,0,1
formation,0,0,1
formative,0,1,0
formed,0,0,1
formidable,0,0,1
forming,0,0,1
formless,1,0,0
formula,0,1,0
formulary,0,0,1
formulate,0,0,1
fornication,1,0,0
forsake,1,0,0
forsaken,1,0,0
forsooth,0,0,1
fort,0,0,1
forte,0,1,0
forthcoming,0,1,0
forthwith,0,0,1
fortification,0,0,1
fortify,0,1,0
fortitude,0,1,0
fortnightly,0,0,1
fortress,0,1,0
fortuitous,0,0,1
fortunate,0,1,0
fortune,0,1,0
forty,0,0,1
forum,0,0,1
forward,0,1,0
fossil,0,0,1
fossils,0,0,1
foul,1,0,0
found,0,1,0
foundation,0,1,0
founder,0,0,1
foundry,0,0,1
fountain,0,0,1
fourfold,0,0,1
fourth,0,0,1
fowl,0,0,1
fox,0,0,1
foxy,0,0,1
fraction,0,0,1
fractional,0,0,1
fracture,1,0,0
fragile,1,0,0
fragility,0,0,1
fragment,0,0,1
fragmentary,0,0,1
fragrance,0,0,1
fragrant,0,1,0
frailty,1,0,0
framework,0,0,1
franchise,0,0,1
frank,0,1,0
frankness,0,1,0
frantic,1,0,0
fraternal,0,1,0
fraternity,0,0,1
fraud,1,0,0
fraudulent,1,0,0
fraught,1,0,0
fray,1,0,0
frayed,1,0,0
freak,0,0,1
freakish,1,0,0
freedom,0,1,0
freehold,0,0,1
freelance,0,0,1
freely,0,1,0
freeway,0,0,1
freeze,0,0,1
freezer,0,0,1
freezing,1,0,0
freight,0,0,1
frenetic,1,0,0
frenzied,1,0,0
frenzy,1,0,0
frequency,0,0,1
frequent,0,0,1
frequently,0,0,1
fresco,0,0,1
freshman,0,0,1
fret,1,0,0
friction,0,0,1
friend,0,1,0
friendliness,0,1,0
friendly,0,1,0
friendship,0,1,0
frigate,0,0,1
fright,1,0,0
frighten,1,0,0
frightened,1,0,0
frightful,1,0,0
frigid,1,0,0
fringe,0,0,1
fringed,0,0,1
frisky,0,1,0
frivolous,1,0,0
frock,0,0,1
frog,0,0,1
frolic,0,1,0
front,0,0,1
frontage,0,0,1
frontal,0,0,1
frontier,0,0,1
fronting,0,0,1
frontispiece,0,0,1
frost,0,0,1
frostbite,1,0,0
frosted,0,0,1
frosty,0,0,1
froth,1,0,0
frothy,0,0,1
frown,1,0,0
frowning,1,0,0
frozen,0,0,1
frugal,0,1,0
fruit,0,0,1
fruitful,0,1,0
fruition,0,0,1
fruitless,1,0,0
frustrate,1,0,0
frustrated,1,0,0
frustration,1,0,0
fry,0,0,1
fudge,1,0,0
fuel,0,0,1
fugitive,1,0,0
fulcrum,0,0,1
fulfill,0,1,0
fulfillment,0,1,0
full,0,1,0
fullness,0,0,1
fully,0,1,0
fumble,1,0,0
fume,1,0,0
fumigation,0,0,1
fuming,1,0,0
fun,0,1,0
function,0,0,1
functional,0,0,1
fund,0,0,1
fundamental,0,1,0
fundamentally,0,0,1
funds,0,0,1
funeral,0,0,1
fungus,1,0,0
funk,1,0,0
funnel,0,0,1
fur,0,0,1
furious,1,0,0
furiously,0,0,1
furlough,0,0,1
furnace,0,0,1
furnish,0,0,1
furniture,0,0,1
furor,1,0,0
furrow,0,0,1
furtherance,0,0,1
fury,1,0,0
fuse,0,1,0
fusion,0,1,0
fuss,1,0,0
fussy,1,0,0
futile,1,0,0
futility,1,0,0
future,0,0,1
fuzz,0,0,1
fuzzy,0,0,1
gaby,1,0,0
gag,1,0,0
gage,0,0,1
gaggle,0,0,1
gain,0,1,0
gainful,0,0,1
gaining,0,1,0
gait,0,0,1
gala,0,0,1
galaxy,0,0,1
gale,0,0,1
gall,1,0,0
gallant,0,1,0
gallantry,0,1,0
gallery,0,0,1
galley,0,0,1
gallop,0,0,1
galloping,0,0,1
gallows,1,0,0
galore,0,1,0
galvanic,0,0,1
gamble,1,0,0
gambler,1,0,0
gambling,1,0,0
game,0,0,1
gaming,0,0,1
gammon,0,0,1
gamut,0,0,1
gander,0,0,1
gang,1,0,0
gaol,1,0,0
gap,1,0,0
gape,0,0,1
gaping,0,0,1
garage,0,0,1
garb,0,0,1
garbage,1,0,0
garbled,0,0,1
garden,0,1,0
gardener,0,0,1
gardening,0,0,1
garish,1,0,0
garlic,0,0,1
garment,0,0,1
garner,0,0,1
garnet,0,1,0
garnish,1,0,0
garrison,0,1,0
garter,0,0,1
gas,0,0,1
gaseous,0,0,1
gash,1,0,0
gasification,0,0,1
gasoline,0,0,1
gasp,0,0,1
gasping,1,0,0
gastric,0,0,1
gastronomy,0,0,1
gate,0,0,1
gateway,0,0,1
gather,0,0,1
gatherer,0,0,1
gathering,0,0,1
gauche,1,0,0
gauge,0,0,1
gauging,0,0,1
gaunt,1,0,0
gauntlet,0,0,1
gauze,0,0,1
gavel,0,0,1
gawk,0,0,1
gaze,0,0,1
gazebo,0,0,1
gazelle,0,0,1
gazette,0,1,0
gazetteer,0,0,1
gear,0,1,0
gel,0,0,1
gelatin,0,0,1
geld,0,0,1
gelding,0,0,1
gem,0,1,0
gemini,0,0,1
gender,0,0,1
genealogy,0,0,1
general,0,1,0
generality,0,0,1
generalization,0,0,1
generally,0,0,1
generate,0,0,1
generation,0,0,1
generative,0,0,1
generator,0,0,1
generic,0,0,1
generosity,0,1,0
generous,0,1,0
genesis,0,0,1
genetic,0,0,1
genetics,0,0,1
genial,0,1,0
genital,0,0,1
genius,0,1,0
genre,0,0,1
gent,1,0,0
genteel,0,1,0
gentleman,0,1,0
gentleness,0,1,0
gentry,0,1,0
genuine,0,1,0
genus,0,0,1
geography,0,0,1
geology,0,0,1
geometry,0,0,1
geranium,0,1,0
geriatric,1,0,0
germ,0,0,1
german,0,0,1
germane,0,0,1
germinate,0,0,1
germination,0,0,1
gestation,0,0,1
gesture,0,0,1
ghastly,1,0,0
ghetto,1,0,0
ghost,0,0,1
ghostly,1,0,0
giant,0,0,1
gibberish,1,0,0
gift,0,1,0
gifted,0,1,0
gig,0,0,1
gigantic,0,1,0
giggle,0,1,0
gill,0,0,1
gills,0,0,1
gilt,0,0,1
gimp,0,0,1
gin,0,0,1
ginger,0,0,1
gingerbread,0,0,1
gingerly,0,0,1
giraffe,0,0,1
girder,0,1,0
girdle,0,0,1
girl,0,0,1
girth,0,0,1
gist,0,0,1
giving,0,1,0
glabrous,0,0,1
glacial,1,0,0
glacier,0,0,1
glad,0,1,0
glade,0,0,1
gladiator,0,0,1
gladness,0,1,0
glance,0,0,1
glare,1,0,0
glaring,1,0,0
glass,0,0,1
glasses,0,0,1
glassware,0,0,1
glaze,0,0,1
gleam,0,0,1
glean,0,0,1
glee,0,1,0
glen,0,0,1
glib,1,0,0
glide,0,1,0
glimmer,0,1,0
glimpse,0,0,1
glint,0,0,1
glitter,0,0,1
glittering,0,1,0
globe,0,0,1
globular,0,0,1
gloom,1,0,0
gloomy,1,0,0
glorification,0,1,0
glorify,0,1,0
glory,0,1,0
gloss,0,1,0
glossary,0,0,1
glossy,0,0,1
glove,0,0,1
glow,0,1,0
glowing,0,1,0
glucose,0,0,1
glue,0,0,1
glum,1,0,0
glut,1,0,0
gluten,0,0,1
gluttony,1,0,0
glycerin,0,0,1
gnat,0,0,1
gnome,1,0,0
goat,0,0,1
goatee,0,0,1
gob,0,0,1
gobble,0,0,1
goblet,0,0,1
goblin,1,0,0
god,0,1,0
goddess,0,0,1
godfather,0,0,1
godless,1,0,0
godly,0,1,0
godsend,0,1,0
goggle,0,0,1
goggles,0,0,1
gold,0,1,0
golden,0,0,1
golf,0,0,1
gondola,0,0,1
gong,0,0,1
gonorrhea,1,0,0
goo,1,0,0
good,0,1,0
goodbye,0,0,1
goodly,0,1,0
goodness,0,1,0
goods,0,1,0
goodwill,0,1,0
goody,0,0,1
gooey,0,0,1
goose,0,0,1
gopher,0,0,1
gore,1,0,0
gorge,1,0,0
gorgeous,0,1,0
gorilla,1,0,0
gory,1,0,0
gospel,0,1,0
gossip,1,0,0
gouge,1,0,0
gourmet,0,0,1
gout,1,0,0
govern,0,1,0
governess,0,0,1
governing,0,0,1
government,1,0,0
governor,0,0,1
gown,0,0,1
grab,1,0,0
grace,0,1,0
graceful,0,1,0
gracious,0,1,0
graciously,0,1,0
gradation,0,0,1
grade,0,0,1
grader,0,0,1
gradient,0,0,1
gradual,0,0,1
gradually,0,0,1
graduation,0,1,0
grain,0,0,1
gram,0,0,1
grammar,0,0,1
grand,0,0,1
grandchildren,0,1,0
grandeur,0,1,0
grandfather,0,0,1
grandiose,0,0,1
grandmother,0,1,0
grange,0,0,1
granite,0,0,1
grant,0,1,0
granted,0,1,0
grantee,0,0,1
grantor,0,0,1
granular,0,0,1
granule,0,0,1
grapes,0,0,1
graphics,0,0,1
grapple,0,0,1
grasp,0,0,1
grasping,1,0,0
grass,0,0,1
grasshopper,0,0,1
grassy,0,0,1
grate,1,0,0
grated,1,0,0
grateful,0,1,0
gratify,0,1,0
grating,1,0,0
gratis,0,0,1
gratitude,0,1,0
gratuitous,0,0,1
gratuity,0,0,1
grave,1,0,0
gravel,0,0,1
graver,0,0,1
gravitate,0,0,1
gravitation,0,0,1
gravity,0,0,1
gravy,0,0,1
gray,0,0,1
graze,0,0,1
grease,0,0,1
greasy,0,0,1
greater,0,1,0
greatest,0,0,1
greatly,0,0,1
greatness,0,1,0
greed,1,0,0
greedy,1,0,0
green,0,1,0
greenhouse,0,0,1
greenish,0,0,1
greenwood,0,0,1
greet,0,0,1
greeting,0,1,0
gregarious,0,1,0
grenade,1,0,0
grey,0,0,1
greyhound,0,0,1
gridiron,0,0,1
grief,1,0,0
grievance,1,0,0
grieve,1,0,0
grievous,1,0,0
griffin,0,0,1
grill,0,0,1
grille,0,0,1
grim,1,0,0
grime,1,0,0
grimy,1,0,0
grin,0,1,0
grind,0,0,1
grinder,0,0,1
grinding,1,0,0
grip,0,0,1
grisly,1,0,0
grist,0,1,0
grit,0,1,0
gritty,0,0,1
grizzly,1,0,0
groan,1,0,0
grocer,0,0,1
groceries,0,0,1
grocery,0,0,1
groggy,0,0,1
groin,0,0,1
groom,0,0,1
groove,0,0,1
grope,1,0,0
gross,1,0,0
grotesque,1,0,0
grotto,0,0,1
ground,0,0,1
grounded,1,0,0
groundless,1,0,0
grounds,0,0,1
groundwork,0,1,0
group,0,0,1
grouping,0,0,1
grouse,0,0,1
grout,0,0,1
grove,0,0,1
grow,0,1,0
growl,1,0,0
growling,1,0,0
growth,0,1,0
grub,0,0,1
grudge,1,0,0
grudgingly,1,0,0
gruesome,1,0,0
gruff,1,0,0
grumble,1,0,0
grumpy,1,0,0
grunt,0,0,1
guarantee,0,1,0
guaranty,0,0,1
guard,0,1,0
guarded,0,0,1
guardian,0,1,0
guardianship,0,1,0
guards,0,0,1
gubernatorial,0,1,0
guerilla,1,0,0
guess,0,0,1
guesswork,0,0,1
guest,0,0,1
guidance,0,1,0
guide,0,1,0
guidebook,0,1,0
guild,0,0,1
guile,1,0,0
guillotine,1,0,0
guilt,1,0,0
guilty,1,0,0
guinea,0,0,1
guise,1,0,0
guitar,0,0,1
gules,0,0,1
gulf,0,0,1
gull,1,0,0
gullible,1,0,0
gully,0,0,1
gulp,0,0,1
gum,0,0,1
gummy,0,0,1
gun,1,0,0
gunner,0,0,1
gunpowder,0,0,1
guru,0,1,0
gush,1,0,0
gusset,0,0,1
gust,0,0,1
gusty,0,0,1
gut,0,0,1
guts,0,1,0
gutter,0,0,1
guy,0,0,1
guzzling,1,0,0
gymnasium,0,0,1
gymnast,0,1,0
gymnastic,0,0,1
gymnastics,0,0,1
gynecology,0,0,1
gypsy,1,0,0
gyroscope,0,0,1
habit,0,0,1
habitat,0,1,0
habitation,0,0,1
habitual,0,0,1
habitually,0,0,1
hacienda,0,0,1
hag,1,0,0
haggard,1,0,0
haggle,0,0,1
hail,1,1,0
hair,0,0,1
hairy,1,0,0
hale,0,1,0
half,0,0,1
halfway,1,0,0
hall,0,0,1
hallowed,0,0,1
hallucination,1,0,0
halo,0,0,1
halt,0,0,1
halter,1,0,0
halting,1,0,0
halve,0,0,1
halving,0,0,1
ham,0,0,1
hamlet,0,0,1
hammer,0,0,1
hammering,0,0,1
hammock,0,0,1
hamper,1,0,0
hamstring,1,0,0
hand,0,0,1
handbook,0,0,1
handful,0,0,1
handicap,1,0,0
handicraft,0,0,1
handiwork,0,0,1
handkerchief,0,0,1
handle,0,0,1
handsome,0,0,1
handwriting,0,0,1
handy,0,1,0
hang,0,0,1
hangar,0,0,1
hanging,1,0,0
hangman,1,0,0
hangout,0,0,1
hank,0,0,1
hankering,0,0,1
hap,0,0,1
haphazard,0,0,1
happen,0,0,1
happening,0,0,1
happily,0,1,0
happiness,0,1,0
happy,0,1,0
harass,1,0,0
harassing,0,0,1
harbinger,1,0,0
harbor,0,0,1
harden,0,0,1
hardened,1,0,0
hardening,0,0,1
hardness,1,0,0
hardship,1,0,0
hardware,0,0,1
hardy,0,1,0
hare,0,0,1
harem,0,0,1
harlot,1,0,0
harm,1,0,0
harmful,1,0,0
harmonica,0,0,1
harmonics,0,0,1
harmoniously,0,1,0
harmonize,0,0,1
harmony,0,1,0
harness,0,0,1
harper,0,0,1
harpsichord,0,0,1
harrowing,1,0,0
harry,1,0,0
harshness,1,0,0
hart,0,0,1
harvest,0,1,0
hash,1,0,0
hashish,1,0,0
haste,0,0,1
hasten,0,0,1
hastily,0,0,1
hasty,1,0,0
hat,0,0,1
hatch,0,0,1
hatchet,0,0,1
hate,1,0,0
hateful,1,0,0
hating,1,0,0
hatred,1,0,0
haughty,1,0,0
haul,0,0,1
haulage,0,0,1
haunt,1,0,0
haunted,1,0,0
haven,0,1,0
havoc,1,0,0
haw,0,0,1
hawk,0,0,1
hawking,0,0,1
hazard,1,0,0
hazardous,1,0,0
haze,1,0,0
hazy,0,0,1
head,0,0,1
headache,1,0,0
headdress,0,0,1
header,0,0,1
headgear,0,0,1
heading,0,0,1
headland,0,0,1
headlight,0,0,1
headline,0,0,1
headlong,0,0,1
headquarters,0,0,1
headstone,0,0,1
headway,0,1,0
heady,1,0,0
heal,0,1,0
healing,0,1,0
health,0,0,1
healthful,0,1,0
healthy,0,1,0
heap,0,0,1
hear,0,0,1
hearer,0,0,1
hearing,1,0,0
hearsay,1,0,0
hearse,1,0,0
heart,0,0,1
heartache,1,0,0
heartburn,1,0,0
heartfelt,0,1,0
hearth,0,1,0
heartily,0,1,0
heartless,1,0,0
hearts,0,0,1
heartworm,0,0,1
heat,0,0,1
heated,0,0,1
heater,0,0,1
heath,0,0,1
heathen,1,0,0
heather,0,0,1
heating,0,0,1
heave,0,0,1
heavenly,0,1,0
heavens,0,1,0
heavily,1,0,0
heaviness,0,0,1
heaving,0,0,1
hectares,0,0,1
hectic,0,0,1
hedge,0,0,1
hedgehog,0,0,1
hedonism,1,1,0
heed,0,0,1
heel,1,0,0
heels,0,0,1
heft,0,1,0
hegemonic,0,0,1
heifer,0,0,1
height,0,0,1
heighten,1,0,0
heinous,1,0,0
heir,0,0,1
heiress,0,0,1
heirloom,0,0,1
heirs,0,0,1
helical,0,0,1
helix,0,0,1
hell,1,0,0
hellish,1,0,0
helm,0,0,1
helmet,0,1,0
helper,0,1,0
helpful,0,1,0
helpless,1,0,0
helplessness,1,0,0
hem,0,0,1
hematite,0,0,1
hemi,0,0,1
hemisphere,0,0,1
hemispheric,0,0,1
hemlock,0,0,1
hemorrhage,1,0,0
hemorrhoids,1,0,0
hemp,0,0,1
hen,0,0,1
henceforth,0,0,1
herald,0,0,1
heraldry,0,0,1
herb,0,0,1
herbaceous,0,0,1
herbal,0,1,0
herbarium,0,0,1
herd,0,0,1
hereditary,0,0,1
heredity,0,0,1
heresy,1,0,0
heretic,1,0,0
heretical,0,0,1
heretofore,0,0,1
hereunto,0,0,1
herewith,0,0,1
heritage,0,0,1
hermaphrodite,1,0,0
hermeneutics,0,0,1
hermit,0,0,1
hernia,0,0,1
hero,0,1,0
heroic,0,1,0
heroics,0,1,0
heroin,1,0,0
heroine,0,1,0
heroism,0,1,0
herpes,1,0,0
herpesvirus,1,0,0
hesitating,0,0,1
hesitation,1,0,0
heterogeneity,0,0,1
hew,0,0,1
hexagon,0,0,1
heyday,0,1,0
hiatus,0,0,1
hibernate,0,0,1
hibernation,0,0,1
hiccup,0,0,1
hidden,1,0,0
hide,0,0,1
hideous,1,0,0
hiding,0,0,1
hierarchical,0,0,1
high,0,0,1
higher,0,0,1
highest,1,1,0
highland,0,0,1
highlands,0,0,1
hight,0,0,1
highway,0,0,1
hiker,0,0,1
hilarious,0,1,0
hilarity,0,1,0
hill,0,0,1
hilly,0,0,1
hilt,0,0,1
hind,0,0,1
hindering,1,0,0
hindrance,1,0,0
hinge,0,0,1
hint,0,0,1
hinterland,0,0,1
hip,0,0,1
hippie,1,0,0
hire,0,1,0
hirsute,0,0,1
hiss,1,0,0
hissing,1,0,0
histology,0,0,1
historian,0,0,1
historic,0,0,1
historiography,0,0,1
history,0,0,1
hit,1,0,0
hitherto,1,0,0
hive,1,0,0
hoard,0,0,1
hoarse,1,0,0
hoary,1,0,0
hoax,1,0,0
hob,0,0,1
hobby,0,1,0
hobo,1,0,0
hockey,0,0,1
hoe,0,0,1
hog,1,0,0
hoist,0,0,1
hold,0,0,1
holder,0,0,1
holding,0,0,1
hole,0,0,1
holiday,0,1,0
holiness,0,1,0
hollow,1,0,0
holocaust,1,0,0
holy,0,1,0
homage,0,1,0
homeless,1,0,0
homeopathic,0,0,1
homeopathy,0,0,1
homesick,1,0,0
homestead,0,0,1
homework,0,0,1
homicidal,1,0,0
homicide,1,0,0
homily,0,0,1
homogeneity,0,0,1
homogeneous,0,0,1
homologous,0,0,1
homologue,0,0,1
homology,0,1,0
homosexual,0,0,1
homosexuality,1,0,0
hone,0,0,1
honest,0,1,0
honesty,0,1,0
honey,0,1,0
honeycomb,0,0,1
honeymoon,0,1,0
honeysuckle,0,0,1
honor,0,1,0
honorable,0,1,0
honorarium,0,0,1
hood,1,0,0
hooded,0,0,1
hoof,0,0,1
hook,0,0,1
hooked,1,0,0
hooker,0,0,1
hoop,0,0,1
hoot,1,0,0
hop,0,0,1
hope,0,1,0
hopeful,0,1,0
hopeless,1,0,0
hopelessness,1,0,0
hopes,0,0,1
hoping,0,0,1
hopper,0,0,1
horde,1,0,0
horizon,0,1,0
horizontal,0,0,1
horizontally,0,0,1
horn,0,0,1
hornet,0,0,1
horny,0,0,1
horoscope,0,0,1
horrible,1,0,0
horribly,1,0,0
horrid,1,0,0
horrific,1,0,0
horrified,1,0,0
horrifying,1,0,0
horror,1,0,0
horrors,1,0,0
horse,0,0,1
horseman,0,0,1
horseshoe,0,0,1
horticultural,0,0,1
horticulture,0,0,1
hose,0,0,1
hosiery,0,0,1
hospice,0,0,1
hospital,0,0,1
hospitality,0,1,0
hostage,1,0,0
hostel,0,0,1
hostile,1,0,0
hostilities,1,0,0
hostility,1,0,0
hot,0,0,1
hotbed,0,0,1
hotel,0,0,1
hour,0,0,1
hourglass,0,0,1
hourly,0,0,1
house,0,0,1
household,0,1,0
householder,0,0,1
housekeeper,0,0,1
housekeeping,0,1,0
housewife,0,0,1
housing,0,0,1
hovercraft,0,0,1
howl,1,0,0
howsoever,0,0,1
hoy,0,0,1
hub,0,0,1
huddle,0,0,1
hue,0,0,1
huff,1,0,0
hug,0,1,0
huge,0,0,1
hulk,0,0,1
hull,0,0,1
hum,0,0,1
human,0,0,1
humane,0,1,0
humanitarian,0,1,0
humanities,0,0,1
humanity,0,1,0
humble,1,1,0
humbled,0,1,0
humbly,0,1,0
humbug,1,0,0
humid,0,0,1
humidity,0,0,1
humiliate,1,0,0
humiliating,1,0,0
humiliation,1,0,0
humility,0,1,0
hummer,0,0,1
hummingbird,0,0,1
humongous,0,0,1
humorist,0,1,0
humorous,0,1,0
hump,0,0,1
hunch,1,0,0
hundred,0,0,1
hundredth,0,0,1
hunger,0,0,1
hungry,1,0,0
hunk,0,0,1
hunks,0,0,1
hunt,0,0,1
hunter,1,0,0
hunting,1,0,0
hurl,0,0,1
hurrah,0,1,0
hurricane,1,0,0
hurried,1,0,0
hurry,0,0,1
hurt,1,0,0
hurtful,1,0,0
hurting,1,0,0
husbandry,0,1,0
hush,0,1,0
hushed,0,0,1
husk,0,0,1
husky,0,0,1
hustle,0,0,1
hustler,1,0,0
hut,0,1,0
hutch,0,0,1
hyacinth,0,0,1
hybrid,0,0,1
hydra,1,0,0
hydraulics,0,0,1
hydrocephalus,1,0,0
hydrodynamics,0,0,1
hydrogen,0,0,1
hydrographic,0,0,1
hydrology,0,0,1
hygiene,0,0,1
hygienic,0,1,0
hymn,0,1,0
hype,1,0,0
